gw_site_id	county_code	well_log_nbr	gw_logid	well_tag_nbr	other_identity_id	other_identity_name	other_identity_description	download_date
18198	HARN	511	HARN0000511		'No. 85'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18199	HARN	512	HARN0000512		'No. 86'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18200	HARN	515	HARN0000515		'No. 87'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18201	HARN	518	HARN0000518		'No. 88'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18202	HARN	519	HARN0000519		'No. 89'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18203	HARN	521	HARN0000521		'No. 90'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6295	HARN	523	HARN0000523		'23/31-33E1'	USGS WSP 0845	Meinzer, O.E., and Wenzel, L.K., 1939, Water levels and artesian pressures in observation wells in the United States in 1938: U.S. Geological Survey Water Supply Paper 845.	1/29/2024
6295	HARN	523	HARN0000523		'23S/31E-33cbc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6295	HARN	523	HARN0000523		'23S/31E-33cbc'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
6295	HARN	523	HARN0000523		'23S/31E-33cbc'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
6295	HARN	523	HARN0000523		'433206119010701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18204	HARN	524	HARN0000524		'No. 91'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6258	HARN	540	HARN0000540		'23S/32E-3aad'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6258	HARN	540	HARN0000540		'23S/32E-3aad'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18205	HARN	544	HARN0000544		'No. 92'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6859	HARN	546	HARN0000546		'23/32/7L1'	USGS WSP 0886	Meinzer, O.E., and Wenzel, L.K., 1940, Water levels and artesian pressure in observation wells in the United States in 1939: U.S. Geological Survey Water Supply Paper 886.	1/29/2024
6859	HARN	546	HARN0000546		'433533118560701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
6859	HARN	546	HARN0000546		'No. 93'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6259	HARN	547	HARN0000547	95145	'10p-7L2'	USGS WSP 0817	Meinzer, O.E., and Wenzel, L.K., 1936, Water levels and artesian pressures in observation wells in the United States in 1936: U.S. Geological Survey Water Supply Paper 817.	1/29/2024
6259	HARN	547	HARN0000547	95145	'23/32-7L2'	USGS WSP 0845	Meinzer, O.E., and Wenzel, L.K., 1939, Water levels and artesian pressures in observation wells in the United States in 1938: U.S. Geological Survey Water Supply Paper 845.	1/29/2024
6259	HARN	547	HARN0000547	95145	'23s/32e-7CAB'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6259	HARN	547	HARN0000547	95145	'23S/32E-7cab'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
6259	HARN	547	HARN0000547	95145	'433527118560502'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
6259	HARN	547	HARN0000547	95145	'No. 94'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18846	HARN	548	HARN0000548		'23S/32E-7dcb2'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18206	HARN	549	HARN0000549		'10P-7q1'	USGS WSP 0817	Meinzer, O.E., and Wenzel, L.K., 1936, Water levels and artesian pressures in observation wells in the United States in 1936: U.S. Geological Survey Water Supply Paper 817.	1/29/2024
18206	HARN	549	HARN0000549		'10P-7q1'	USGS WSP 0840	Meinzer, O.E., and Wenzel, L.K., 1938, Water levels and artesian pressures in observation wells in the United States in 1937: U.S. Geological Survey Water Supply Paper 840.	1/29/2024
18206	HARN	549	HARN0000549		'No. 95'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18208	HARN	550	HARN0000550		'No. 96'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18211	HARN	553	HARN0000553		'No. 97'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18212	HARN	554	HARN0000554		'No. 98'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18213	HARN	556	HARN0000556		'No. 99'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18430	HARN	558	HARN0000558		'23S/32E-11bbc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18214	HARN	560	HARN0000560		'No. 100'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18431	HARN	565	HARN0000565		'23S/32E-13bbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18215	HARN	568	HARN0000568		'No. 101'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18216	HARN	569	HARN0000569		'No. 102'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18217	HARN	570	HARN0000570		'No. 103'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18219	HARN	571	HARN0000571		'No. 104'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18695	HARN	573	HARN0000573	171205	'23S/32E-18bbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18220	HARN	574	HARN0000574		'433445118561701'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18220	HARN	574	HARN0000574		'No. 105'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18221	HARN	575	HARN0000575		'No. 106'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18222	HARN	576	HARN0000576		'No. 107'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18223	HARN	578	HARN0000578		'No. 108'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18432	HARN	581	HARN0000581		'23S/32E-20cca'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18224	HARN	582	HARN0000582		'No. 109'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18225	HARN	583	HARN0000583		'No. 111'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18226	HARN	584	HARN0000584		'No. 112'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18227	HARN	585	HARN0000585		'No. 114'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18228	HARN	586	HARN0000586		'No. 115'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18229	HARN	588	HARN0000588		'No. 116'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18230	HARN	589	HARN0000589		'No. 117'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18433	HARN	590	HARN0000590		'23S/32E-22ccd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18231	HARN	591	HARN0000591		'No. 118'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18232	HARN	594	HARN0000594		'No. 119'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18233	HARN	595	HARN0000595		'No. 120'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18234	HARN	598	HARN0000598		'No. 121'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6296	HARN	599	HARN0000599	93561	'23S/32E-28aba'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6296	HARN	599	HARN0000599	93561	'23S/32E-28aba'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18435	HARN	600	HARN0000600	114125	'23S/32E-28bbd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18436	HARN	601	HARN0000601	114126	'23S/32E-28bcc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18434	HARN	602	HARN0000602		'23S/32E-28acd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18437	HARN	605	HARN0000605		'23S/32E-29bbd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6260	HARN	607	HARN0000607	114127	'23S/32E-29adb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6260	HARN	607	HARN0000607	114127	'23S/32E-29adb'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
6297	HARN	611	HARN0000611		'10P-30r1'	USGS WSP 0817	Meinzer, O.E., and Wenzel, L.K., 1936, Water levels and artesian pressures in observation wells in the United States in 1936: U.S. Geological Survey Water Supply Paper 817.	1/29/2024
6297	HARN	611	HARN0000611		'23/32-30R1'	USGS WSP 0845	Meinzer, O.E., and Wenzel, L.K., 1939, Water levels and artesian pressures in observation wells in the United States in 1938: U.S. Geological Survey Water Supply Paper 845.	1/29/2024
6297	HARN	611	HARN0000611		'23S/32E-30ddd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6297	HARN	611	HARN0000611		'23S/32E-30ddd'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
6297	HARN	611	HARN0000611		'433227118551901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18438	HARN	613	HARN0000613		'23S/32E-31bbc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18446	HARN	615	HARN0000615	111157	'23S/32E-32aaa'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18235	HARN	616	HARN0000616		'No. 122'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18463	HARN	619	HARN0000619		'24S/32E-5aad'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18236	HARN	622	HARN0000622		'No. 123'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18696	HARN	625	HARN0000625		'23S/32.5E-1bdc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6261	HARN	626	HARN0000626		'23S/32.50E-1bbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18237	HARN	627	HARN0000627		'No. 124'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18238	HARN	628	HARN0000628		'No. 125'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18239	HARN	638	HARN0000638		'No. 126'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18240	HARN	639	HARN0000639		'No. 127'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18439	HARN	644	HARN0000644		'23S/32.5E-10cdc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
19461	HARN	645	HARN0000645		'40152'	ODEQ Station ID	Oregon Department of Environmental Quality Station ID	1/29/2024
19461	HARN	645	HARN0000645		'433505118435901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
19461	HARN	645	HARN0000645		'HC025'	ODEQ Field ID	Oregon Department of Environmental Quality Field ID	1/29/2024
18440	HARN	658	HARN0000658		'23S/32.5E'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18241	HARN	660	HARN0000660		'No. 128'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18242	HARN	661	HARN0000661		'No. 129'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18243	HARN	663	HARN0000663		'No. 130'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18244	HARN	664	HARN0000664		'No. 131'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18245	HARN	667	HARN0000667		'No. 132'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18246	HARN	668	HARN0000668		'No. 133'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18441	HARN	669	HARN0000669		'23S/33E-5bca'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18247	HARN	670	HARN0000670		'No. 134'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18248	HARN	676	HARN0000676		'No. 135'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18442	HARN	677	HARN0000677		'23S/33E-8aac'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18443	HARN	683	HARN0000683		'23S/33E-12adb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6858	HARN	684	HARN0000684		'23S/33E-12dab'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18702	HARN	688	HARN0000688		'23S/33E-18caa'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
17884	HARN	691	HARN0000691	114937	'23S/33E-20adb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18445	HARN	693	HARN0000693		'23S/33E-15ccc'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18249	HARN	694	HARN0000694		'No. 138'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18250	HARN	708	HARN0000708		'No. 140'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
6298	HARN	710	HARN0000710		'23S/33E-36ad'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
18447	HARN	711	HARN0000711		'23S/33E-36dda'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18057	HARN	722	HARN0000722		'23S/34E-7cac'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18448	HARN	723	HARN0000723		'23S/34E-7dbb'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18450	HARN	725	HARN0000725		'23S/34E-18acd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6262	HARN	741	HARN0000741		'23S/34E-31add'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
6262	HARN	741	HARN0000741		'23S/34E-31add'	USGS OFR 77-741 DREWSEY	Gonthier, J.B., Collins, C.A., and Anderson, D.B., 1977, Ground-water data for the Drewsey resource area, Harney and Malheur Counties, Oregon: U.S. Geological Survey Open-File Report 77-741.	1/29/2024
17901	HARN	742	HARN0000742		'23S/34E-32aca'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18554	HARN	744	HARN0000744		'24S/25E-15cbb'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18554	HARN	744	HARN0000744		'433049119171601'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
18555	HARN	753	HARN0000753	21453	'24S/27E-10acc'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18555	HARN	753	HARN0000753	21453	'433021119285901'	USGS SITE ID	U.S. Geological Survey Siteid	1/29/2024
6263	HARN	755	HARN0000755	21454	'24S/27E-11bab'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18451	HARN	770	HARN0000770		'24S/29E-2cab'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18251	HARN	792	HARN0000792		'24S/30E-1abd'	OWRD GWR 016	Leonard, A.R., 1970, Ground-water resources in Harney Valley, Harney County, Oregon: State of Oregon, Ground Water Report No. 16.	1/29/2024
18251	HARN	792	HARN0000792		'24S/30E-1abd'	USGS OFR 80-419 RILEY-ANDREWS	Townley, P.J., 1980, Ground-water data from the Riley and Andrews resource areas, southeastern Oregon: U.S. Geological Survey Open-File Report 80-419.	1/29/2024
18251	HARN	792	HARN0000792		'No. 143'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18252	HARN	793	HARN0000793		'No. 144'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
18253	HARN	800	HARN0000800		'No. 145'	USGS WSP 0841	Piper, A.M., Robinson, T.W., Park, C.F., and Jessup, L.T., 1939, Geology and ground-water resources of the Harney Basin, Oregon: U.S. Geological Survey Water Supply Paper 841.	1/29/2024
